Organization,Device,Group,Activity,Description,User,Date
Hospitality,3-1668,Hardware,Network Adapter Added,"Network Adapter added: 'Surface Ethernet Adapter #2', MacAddress: 'A0:4A:5E:CD:C4:D5', IPAddress: '10.1.20.192;fe80::a21:d4ce:6226:3471', InstallDate: '2025-07-28T21:35:05Z'",,2025-07-28T21:35:05.000+0000
Hospitality,3-1668,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek(R) USB GbE Family Controller', MacAddress: 'E8:AA:CB:4E:95:98', IPAddress: '169.254.121.229;fe80::3a62:1461:b839:690e', InstallDate: '2025-07-28T21:35:05Z'",,2025-07-28T21:35:05.000+0000
Hospitality,3-1629,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:35:03.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:34:36.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:34:18.000+0000
Hospitality,3-2177,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T20:33:18.000+0000
Hospitality,3-1629,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '52:84:92:7B:78:61', IPAddress: '169.254.149.213;fe80::710f:a881:c2bb:b00d'",,2025-07-28T21:34:00.000+0000
Hospitality,3-1629,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:33:47.000+0000
Hospitality,3-1629,Hardware,User Account Logged Out,User logged out : 'EW\tpacheco',,2025-07-28T21:33:47.000+0000
Slifer,3-2044,Software,Software Updated,"Software updated: 'MSTeams', Version: '25185.410.3812.8024', User: '<System>'",,2025-07-28T21:33:34.000+0000
Hospitality,3-1629,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T21:34:22.839+0000
Infrastructure,SL-SH1,Hardware,Disk Partition Removed,"Disk partition removed: 'Disk #4, Partition #0'",,2025-07-28T21:33:15.000+0000
Hospitality,3-1706,Hardware,User Account Logged Out,User logged out : 'RF\sdade',,2025-07-28T21:32:54.000+0000
Hospitality,3-2014,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:33:07.000+0000
Hospitality,3-1629,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T21:33:45.010+0000
Hospitality,3-2014,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:32:36.000+0000
Infrastructure,SL-SH1,Hardware,Disk Partition Added,"Disk partition added : 'Disk #8, Partition #0', Capacity: '21472739328'. Install Date: '2025-07-28T21:31:12Z'",,2025-07-28T21:31:12.000+0000
Infrastructure,SL-SH1,Hardware,User Account Logged Out,User logged out : 'RF\mvivirito',,2025-07-28T21:30:15.000+0000
Hospitality,3-1011,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:32:08.000+0000
Hospitality,3-1762,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:30:40.000+0000
Hospitality,3-1762,OS Patching,OS Patching Failure,Failed to restart Windows Update services. Error: . This machine needs to be rebooted.,,2025-07-28T21:30:40.000+0000
Infrastructure,SL-SH2,Hardware,User Account Logged In,"User logged in: 'EWP\dozog', Logged in time: '2025-07-28T21:30:36Z'",,2025-07-28T21:30:36.000+0000
Hospitality,OLDGREENWOOD-MA,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:30:30.000+0000
Hospitality,OLDGREENWOOD-MA,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T21:30:27.000+0000
Hospitality,3-1719,Software,Software Updated,"Software updated: 'MSTeams', Version: '25185.410.3812.8024', User: '<System>'",,2025-07-28T21:30:46.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:29:33.000+0000
Slifer,CARIGFERRARO,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:29:01.000+0000
Hospitality,3-1788,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:29:09.000+0000
Slifer,2-1265,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:29:05.000+0000
Slifer,2-1265,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:28:49.000+0000
Hospitality,3-1509,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:29:16.000+0000
Hospitality,3-1777,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:28:51.000+0000
Hospitality,3-1777,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:28:36.000+0000
Hospitality,3-1509,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:28:31.000+0000
Slifer,CARIGFERRARO,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:28:06.000+0000
Infrastructure,SL-SH1,Hardware,Disk Partition Added,"Disk partition added : 'Disk #1, Partition #0', Capacity: '21472739328'. Install Date: '2025-07-28T21:27:13Z'",,2025-07-28T21:27:13.000+0000
Infrastructure,SL-SH1,Hardware,User Account Logged Out,User logged out : 'EW\pfisher',,2025-07-28T21:26:14.000+0000
Hospitality,3-2500,Hardware,User Account Logged Out,User logged out : 'RF\BKeller',,2025-07-28T21:26:50.000+0000
Teams Rooms,Avon Training Room,Condition,Device Down Condition Reset,"Device 'Avon Training Room' was offline for 102 minutes, condition 'Teams Room Down' has been reset",,2025-07-28T21:27:42.931+0000
Hospitality,3-1916,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:27:18.000+0000
Hospitality,3-1916,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:26:53.000+0000
Hospitality,3-1640,Hardware,Disk Partition Added,"Disk partition added : 'Disk #1, Partition #0', Capacity: '249314639872'. Install Date: '2025-07-28T21:26:17Z'",,2025-07-28T21:26:17.000+0000
Hospitality,3-1640,Hardware,Disk Volume Added,"Disk volume added : 'D:', Capacity: '249314639872'. Install Date: '2025-07-28T21:26:17Z'",,2025-07-28T21:26:17.000+0000
Hospitality,3-1640,Hardware,Disk Drive Added,"Disk drive added : '\\.\PHYSICALDRIVE1', Capacity: '249308236800', Install Date: '2025-07-28T21:26:17Z' Additional Info: ( USB, STORE N GO, Removable media other than floppy )",,2025-07-28T21:26:17.000+0000
Slifer,CARIGFERRARO,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T21:27:11.000+0000
Hospitality,3-1917,Software,Software Updated,"Software updated: 'MSTeams', Version: '25185.410.3812.8024', User: '<System>'",,2025-07-28T21:26:17.000+0000
Hospitality,3-1777,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 17 Status changed : 'Dormant' -> 'Up',,2025-07-28T21:26:19.000+0000
Hospitality,3-1777,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:26:10.000+0000
Hospitality,3-1706,Software,Software Updated,"Software updated: 'AdobeAcrobatReaderCoreApp', Version: '23.0.0.0', User: '<System>'",,2025-07-28T21:26:18.000+0000
Hospitality,3-1681,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:26:44.000+0000
Teams Rooms,Avon Training Room,Hardware,Rebooted,System rebooted at '2025-07-28T21:24:46Z',,2025-07-28T21:26:09.000+0000
Teams Rooms,Avon Training Room,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #4', MacAddress: '02:D4:9E:FB:AE:D2', IPAddress: '169.254.7.82;fe80::2e8e:68c1:3c2a:3f70'",,2025-07-28T21:26:10.000+0000
Hospitality,3-1474,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:26:11.000+0000
Hospitality,3-1474,Hardware,User Account Logged Out,User logged out : 'VSNOW\pancaldwell',,2025-07-28T21:25:19.000+0000
Slifer,Karolina Kincinaite's MacBook Pro,Software,Software Removed,Software uninstalled: 'Adobe Acrobat Updater' from '/Users/karolinakincinaite/Library/Application Support/Adobe/com.adobe.ARMDCHelper/Adobe Acrobat Updater.app',,2025-07-28T21:26:04.837+0000
Hospitality,3-1777,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:25:45.000+0000
Hospitality,3-1777,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 17 Status changed : 'Up' -> 'Dormant',,2025-07-28T20:34:13.000+0000
Hospitality,3-1526,Software,Software Updated,"Software updated: 'AppleInc.iTunes', Version: '12128.2.57059.0', User: '<System>'",,2025-07-28T21:25:14.000+0000
Hospitality,3-1668,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:25:04.000+0000
Hospitality,3-1668,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 15 Status changed : 'Down' -> 'Up',,2025-07-28T21:25:04.000+0000
Hospitality,3-1548,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (11) I219-LM' InterfaceIndex : 12 Status changed : 'Down' -> 'Up',,2025-07-28T21:25:01.000+0000
Hospitality,OLDGREENWOOD-MA,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:24:51.000+0000
Hospitality,OLDGREENWOOD-MA,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T21:24:31.000+0000
Hospitality,3-1474,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:25:00.000+0000
Hospitality,3-1474,Hardware,User Account Logged In,"User logged in: 'VSNOW\pancaldwell', Logged in time: '2025-07-28T21:24:24Z'",,2025-07-28T21:24:24.000+0000
Hospitality,3-1917,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '76:04:F1:87:1A:40', IPAddress: '169.254.124.92;fe80::f7ca:bf35:acd1:c4f'",,2025-07-28T21:24:29.000+0000
Hospitality,3-1917,Hardware,User Account Logged In,"User logged in: 'EW\esonnabend', Logged in time: '2025-07-28T21:23:46Z'",,2025-07-28T21:23:47.000+0000
Hospitality,3-1917,Hardware,User Account Logged Out,User logged out : 'EW\esonnabend',,2025-07-28T21:23:38.000+0000
Hospitality,3-1668,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:23:49.000+0000
Partners,Alexis Bustillos MacBook Pro,Software,Software Added,"Software installed: 'COSY_7_7_0', Version: '6.7.0.278', InstallDate: '20250612', Location: '/Library/Application Support/Adobe/Uninstall/COSY_7_7_0.app'",,2025-07-28T21:24:34.730+0000
Partners,Alexis Bustillos MacBook Pro,Software,Software Added,"Software installed: 'Core Sync', Version: '7.7.0.5', InstallDate: '20250728', Location: '/Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app'",,2025-07-28T21:24:34.730+0000
Slifer,JACKSCOMPUTER25,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:24:24.000+0000
Slifer,JACKSCOMPUTER25,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:24:04.000+0000
Hospitality,3-1474,Hardware,Rebooted,System rebooted at '2025-07-28T21:23:14Z',,2025-07-28T21:23:44.000+0000
Hospitality,3-1681,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:23:48.000+0000
Hospitality,3-1900,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:23:04.000+0000
Hospitality,3-1900,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:22:49.000+0000
Slifer,Jays-MacBook-2023.local,Hardware,Network Adapter Deleted,"Network Adapter removed: 'en0', MacAddress: 'a4:cf:99:79:f8:37', IPAddress: '10.10.4.3'",,2025-07-28T21:23:03.228+0000
Partners,1-1108,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:22:24.000+0000
Hospitality,3-1949,Software,Software Updated,"Software updated: 'Microsoft.OutlookForWindows', Version: '1.2025.716.500', User: '<System>'",,2025-07-28T21:22:28.000+0000
Partners,Alexis Bustillos MacBook Pro,Software,Software Removed,Software uninstalled: 'COSY_7_4_0' from '/Library/Application Support/Adobe/Uninstall/COSY_7_4_0.app',,2025-07-28T21:22:34.713+0000
Partners,Alexis Bustillos MacBook Pro,Software,Software Removed,Software uninstalled: 'Core Sync' from '/Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app',,2025-07-28T21:22:34.713+0000
Partners,1-1196,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:21:57.000+0000
Hospitality,3-1668,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 15 Status changed : 'Up' -> 'Down',,2025-07-28T21:04:08.000+0000
Infrastructure,VSNO-KEYTRACER,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T21:21:54.000+0000
Slifer,2-1266,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:22:00.000+0000
Hospitality,3-1474,OS Patching,OS Patching Failure,Failed to restart Windows Update services. Error: . This machine needs to be rebooted.,,2025-07-28T21:22:03.000+0000
Hospitality,3-1474,Hardware,User Account Logged In,"User logged in: 'VSNOW\pancaldwell', Logged in time: '2025-07-28T21:21:06Z'",,2025-07-28T21:21:06.000+0000
Hospitality,3-1474,Hardware,User Account Logged Out,User logged out : 'VSNOW\pancaldwell',,2025-07-28T21:21:05.000+0000
Slifer,Danas-Air-3.SSFnetwork,Hardware,Disk Volume Removed,Disk volume removed: '/private/tmp/tmp-mount-4DNL0S',,2025-07-28T21:21:52.224+0000
Slifer,Danas-Air-3.SSFnetwork,Hardware,Disk Volume Added,"Disk volume added: '/private/tmp/msu-target-huznNVm1', Capacity: '', InstallDate: '2025-07-28T21:21:52Z'",,2025-07-28T21:21:52.224+0000
Hospitality,3-1929,Software,Software Updated,"Software updated: 'AppUp.IntelGraphicsExperience', Version: '1.100.4628.0', User: '<System>'",,2025-07-28T21:21:20.000+0000
Partners,Alexis Bustillos MacBook Pro,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: 'a4:cf:99:6f:33:e3', IPAddress: '192.168.0.18'",,2025-07-28T21:21:34.732+0000
Partners,1-1196,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:21:32.000+0000
Hospitality,3-2117,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:21:05.000+0000
Hospitality,3-2117,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:20:50.000+0000
Slifer,2-1360,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '2E:8D:B1:C3:AB:9A', IPAddress: '169.254.39.156;fe80::6761:cbfa:3bde:4bc2', InstallDate: '2025-07-28T21:20:29Z'",,2025-07-28T21:20:29.000+0000
Slifer,2-1360,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:20:15.000+0000
Partners,1-1108,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:21:08.000+0000
Partners,1-1196,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Dell Giga Ethernet' InterfaceIndex : 16 Status changed : 'Dormant' -> 'Down',,2025-07-28T21:20:06.000+0000
Slifer,2-1250,SentinelOne,SentinelOne Agent Sync Mapping Failed,SentinelOne Agent sync cancelled.,,2025-07-28T21:20:40.615+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:20:14.000+0000
Slifer,2-1360,OS Patching,OS Patching Scan Complete,Patch management scan is complete.,,2025-07-28T21:20:16.000+0000
Slifer,2-1266,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T20:04:59.000+0000
Hospitality,3-1788,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T20:24:56.000+0000
Slifer,2-1394,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'ASIX AX88179A USB 3.2 Gen1 to Gigabit Ethernet Adapter' InterfaceIndex : 9 Status changed : 'Dormant' -> 'Down',,2025-07-28T20:50:32.000+0000
Slifer,2-1394,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'ASIX AX88179A USB 3.2 Gen1 to Gigabit Ethernet Adapter' InterfaceIndex : 9 Status changed : 'Down' -> 'Dormant',,2025-07-28T19:48:31.000+0000
Hospitality,OLDGREENWOOD-MA,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:12:23.000+0000
Hospitality,3-1929,Software,Software Updated,"Software updated: 'AppUp.IntelGraphicsExperience', Version: '1.100.5688.0', User: '<System>'",,2025-07-28T21:19:19.000+0000
Slifer,2-1416,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T21:19:03.000+0000
Slifer,2-1255,Software,Software Added,"Software installed: 'MicrosoftWindows.CrossDevice', Version: '0.25062.30.0', InstallDate: '20250728', User: '<System>'",,2025-07-28T21:19:05.000+0000
Hospitality,3-1903,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:07:41.000+0000
Hospitality,3-1558,Software,Software Updated,"Software updated: 'MicrosoftCorporationII.WinAppRuntime.Singleton', Version: '5001.178.1908.0', User: '<System>'",,2025-07-28T21:18:40.000+0000
Partners,1-1196,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Dell Giga Ethernet' InterfaceIndex : 16 Status changed : 'Down' -> 'Dormant',,2025-07-28T21:09:15.000+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:18:54.000+0000
